Test run for /home/usr/code/fibonacci-experiment/librarytest2/bin/release/net6.0/librarytest.dll (.NETCoreApp,Version=v6.0)
Microsoft (R) Test Execution Command Line Tool Version 17.1.0
Copyright (c) Microsoft Corporation.  All rights reserved.

Starting test execution, please wait...
A total of 1 test files matched the specified pattern.
4631.9575596816976127320954907;265322
5855.5274365274365274365274365;273071
4556.5676109032602886157135222;267163
4562.8766390152528766390152529;267605
4525.5076264383195076264383195;267593
4557.8300776023548300776023548;267644
4535.1125668449197860962566845;267269
4561.3360128617363344051446945;267953
4566.4757956672907194437015245;267443
4529.440342429106474050294275;267470
4447.5373831775700934579439252;259622
4438.8846851515936771184244623;259068
4444.1602796478508544795442776;258956
4446.8063763608087091757387247;259148
4469.8399065905552672548002076;259470
4523.0348504551365409622886866;260058
4479.8071725571725571725571726;259854
4458.650455136540962288686606;260057
4467.7334372564302416212003118;259811
4480.1089108910891089108910891;260492
4453.6426721905748316934230968;258969
4451.5406525116519937856033143;258909
4447.3687208700155359917141378;258882
4454.5746113989637305699481865;259066
4461.2171547032910080331692148;259099
4481.7942472143042238922000518;259151
4486.665027180947450168263008;258781
4504.2533643892339544513457557;258794
4509.0634715025906735751295337;259049
4559.0872623078926803855170617;260466
4580.9974059662775616083009079;259440
4584.6806635562467599792638673;259197
4566.3608087091757387247278383;259146
4589.0879377431906614785992218;259415
4568.2544087136929460580912863;259297
4575.0101272396780057128018696;259680
4570.1318311318311318311318311;259018
4560.2362082362082362082362082;258990
4550.4526887280248190279214064;258530
4572.8861283643892339544513458;258811
4569.6091003102378490175801448;258513
4568.8289780077619663648124191;258696
4594.5635658914728682170542636;258417
4572.3573643410852713178294574;258427
4572.9069286452947259565667011;258478
4566.162959130884635281945163;258687
4550.3093023255813953488372093;258369
4587.1279792746113989637305699;259097
4580.3108982655966865130727414;258835
4612.0295719844357976653696498;259403
4619.1261004660797514241325738;258961
4620.1788302277432712215320911;258774
4627.1034661148473874806001035;258642
4634.9016817593790426908150065;258772
4637.4908102511001812063163345;258817
4650.7468288894641470359823971;258885
4636.9373381667529777317452097;258900
4619.7645077720207253886010363;259101
4589.5822752008292303705623218;259126
4630.8517457008858780614903596;260559
4806.2159061277705345501955671;260721
4649.5137590861889927310488058;259602
4636.9997409326424870466321244;259101
4861.487388334209143457698371;262750
6750.6407711936489934788772328;283580
7009.2505512679162072767364939;275509
5690.1532301121195942338494394;266977
4652.3286677034733022291342665;259165
4643.1325737959606421543241844;258967
4691.5729166666666666666666667;260377
4622.5018097207859358841778697;258553
4652.2688618096966554316826549;259234
4663.0738341968911917098445596;259101
4654.7651632970451010886469673;259191
4721.7553994275305750715586781;260254
4655.0985988583290088220031136;259387
4655.5431235431235431235431235;258990
4651.3102464332036316472114137;259460
4645.0355106272680145152928979;259169
4668.4412451361867704280155642;259386
4658.5568800207307592640580461;259148
4630.3221216041397153945666235;258703
4626.0069966312516195905675045;259144
4645.8778526970954356846473029;259308
4652.9103394661829489505053123;259140
4668.5918049792531120331950207;259347
4663.9502461777662606892977455;259150
4663.7733990147783251231527094;259278
4655.2352941176470588235294118;259057
4687.9643693107932379713914174;260130
4614.995337995337995337995338;258976
4580.8864223025296850800206505;258088
4606.4308606875161540449728612;258457
4617.7047569803516028955532575;258499
4636.1628689798032107716209218;258901
4641.3294513457556935817805383;258814
4637.5867597620894750452547194;258527
4639.039068564036222509702458;258731
4641.4875776397515527950310559;258749
4648.7428793371310201967892284;258955
