Iteration;RAPL-Value;Old-RAPL;New-RAPL;Ticks
267914296
0;23765259;32256784731;32280549990;1428685376
267914296
1;23204348;32280549990;32303754338;1379607655
267914296
2;24998837;32303754338;32328753175;1440519581
267914296
3;23660279;32328753175;32352413454;1386287754
267914296
4;23070681;32352429506;32375500187;1382039207
267914296
5;23073244;32375500187;32398573431;1380418389
267914296
6;23114321;32398573431;32421687752;1381560860
267914296
7;23244813;32421687752;32444932565;1380325356
267914296
8;23191469;32444932565;32468124034;1380709364
267914296
9;23236452;32468124034;32491360486;1380613419
267914296
10;23241884;32491360486;32514602370;1383178582
267914296
11;23198610;32514602370;32537800980;1384002653
267914296
12;22874209;32537800980;32560675189;1382408957
267914296
13;22961733;32560692096;32583653829;1384335721
267914296
14;23002932;32583653829;32606656761;1383233389
267914296
15;23395875;32606656761;32630052636;1383970460
267914296
16;23130006;32630052636;32653182642;1379670561
267914296
17;23043215;32653182642;32676225857;1381199626
267914296
18;23160097;32676225857;32699385954;1380719474
267914296
19;23114260;32699385954;32722500214;1380424306
267914296
20;23198000;32722500214;32745698214;1383375602
267914296
21;23104677;32745698214;32768802891;1381119437
267914296
22;23290224;32768802891;32792093115;1379516533
267914296
23;23178468;32792093115;32815271583;1381530424
267914296
24;23297670;32815287696;32838585366;1382308590

